ID	Name	Glottocode	Glottolog_Name	ISO639P3code	Macroarea	Latitude	Longitude	Family	classification_wals	classification_ethnologue	classification_glottolog	recently_extinct	long_extinct	year_of_extinction	code_wals	code_iso	transcribers
NAHUATL_TLALNEPANTLA_TAMAZUNCHALE	NAHUATL_TLALNEPANTLA_TAMAZUNCHALE					21.27	-98.77		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,EasternNahuatl,HuastecaNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XAALITLA_TEPECUAUILCO	NAHUATL_XAALITLA_TEPECUAUILCO					18.02	-99.53		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,EasternNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XALATZALA_TLAPA	NAHUATL_XALATZALA_TLAPA					17.55	-98.53		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,WesternNahuatl,WesternPeriphery-NorthGuerreroNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XALPATLAHUAC	NAHUATL_XALPATLAHUAC					17	-98.62		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,WesternNahuatl,WesternPeriphery-NorthGuerreroNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XILITLA	NAHUATL_XILITLA					21.33	-98.97		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,EasternNahuatl,HuastecaNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XOCHIATIPAN	NAHUATL_XOCHIATIPAN					21.02	-98.97		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,EasternNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA	NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA					18.67	-99.25		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,WesternNahuatl	False	False				Pamela Brown and Søren Wichmann
NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN	NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN					20.62	-98.57		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,EasternNahuatl	False	False				Pamela Brown and Søren Wichmann
NATI	NATI	nati1244	Nati		Papunesia	-16.45	167.5	Austronesian	An.OCEANIC	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,MalekulaCoastal	Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,PeripheralWesternMalakula	False	False				André Müller
NAVI	NAVI					40.67	-73.94		Oth.ARTIFICIAL	Constructedlanguage	ArtificialLanguage	False	False				André Müller
NESE	NESE	nese1235	Nese		Papunesia	-15.9	167.18	Austronesian	An.OCEANIC	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,MalekulaCoastal	Austronesian,NuclearAustronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,EasternMalakulalinkage,NorthernMalakula,NorthCoastMalakula	False	False				André Müller
NGBAKA_PENDI	NGBAKA_PENDI	ngba1284	Ngbaka Ma'bo		Africa	4	18.5	Atlantic-Congo	NC.UBANGI	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbaka,Western,Bwaka	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mundu-Baka,WesternMundu-Baka,RiverWesternMundu-Baka,Bwaka	False	False			pe0	Søren Wichmann and Viveka Velupillai
NINATIC	NINATIC								Oth.ARTIFICIAL		ArtificialLanguage	False	False				Søren Wichmann
NORTH_BASTAR_GONDI	NORTH_BASTAR_GONDI	sout2711	Southern Gondi	esg	Eurasia	20	81	Dravidian	Dra.SOUTH-CENTRAL_DRAVIDIAN	Dravidian,South-Central,Gondi-Kui,Gondi	Dravidian,SouthDravidian,SouthDravidianII,Gondi,NorthwestGondi	False	False		gon	esg	Ann-Katrin Wett
NOVOSLOVIENSKI_JEZYK	NOVOSLOVIENSKI_JEZYK								Oth.ARTIFICIAL		ArtificialLanguage	False	False				
OAS	OAS			fbl		13.17	123.5		An.GREATER_CENTRAL_PHILIPPINE	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,Inland	Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,InlandBikol	False	False			fbl	Ann-Katrin Wett
OGADEN_ARABIC	OGADEN_ARABIC					7.28	44.3		AA.SEMITIC	Afro-Asiatic,Semitic,Central,South,Arabic	Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,ArabianPeninsulaArabic	False	False				André Müller
OLD_LOW_FRANCONIAN	OLD_LOW_FRANCONIAN	oldd1237	Old Dutch-Old Frankish		Eurasia	53.26	6.74	Indo-European	IE.GERMANIC	Indo-European,Germanic,West	Indo-European,Germanic,NorthwestGermanic,WestGermanic	False	True				
OLD_OR_MIDDLE_JAVANESE	OLD_OR_MIDDLE_JAVANESE	kawi1241	Kawi		Papunesia	-7	111	Austronesian	An.JAVANESE	Austronesian,Malayo-Polynesian,Javanese	Austronesian,NuclearAustronesian,Malayo-Polynesian,Javanesic	False	True				
OMEO	OMEO					-37.1	147.6		PN.SOUTHEASTERN_PAMA-NYUNGAN	Australian,Pama-Nyungan	Pama-Nyungan	True	False				Julia Bischoffberger
OTOMACO	OTOMACO	otom1301	Otomaco	qpg	South America	7	-68	Otomaco-Taparita	Oto.OTOMACO	Otomaco	Otomaco	True	False			qpg	Matthias Urban
PALEWYAMI	PALEWYAMI	pale1254	Palewyami Yokuts		North America	35.56	-119.07	Yokutsan	Pen.YOKUTS	Yokutsan	Yokutsan	True	False				Matthew S. Dryer
PAUWI_2	PAUWI_2	pauw1243	Pauwi		Papunesia	-1.65	137.8	Austronesian	An.CENTRAL_MALAYO-POLYNESIAN	LowerMamberamo	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,LowerMamberamo,Yoke-Pauwi	False	False			pa0	Matthew S. Dryer
PAUWI_3	PAUWI_3	pauw1243	Pauwi		Papunesia	-1.65	137.8	Austronesian	An.CENTRAL_MALAYO-POLYNESIAN	LowerMamberamo	Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,GreaterSHWNG,SouthHalmahera-WestNewGuinea,LowerMamberamo,Yoke-Pauwi	False	False			pa0	Matthew S. Dryer
PAYAGUA	PAYAGUA	paya1236	Payagua	qho	South America	-25.69	-57.85		Pay.PAYAGUA	Guaykuruan	Payagua	True	False	1900		qho	
POCHUTLA_NAHUATL	POCHUTLA_NAHUATL					15.75	-96.5		UA.AZTECAN	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,CoreNahua,Nahuatl	Uto-Aztecan,SouthernUto-Aztecan,Corachol-Aztecan,Aztec,WesternNahuatl,CentralNahuatl	False	False			nx0	André Müller
PROTO_AGAW	PROTO_AGAW					12.92	37.86		AA.CENTRAL_CUSHITIC			False	True				André Müller
PROTO_AINU	PROTO_AINU	ainu1252	Ainu			42.9	143		Ain.AINU			False	True				Søren Wichmann
PROTO_ALGIC	PROTO_ALGIC	algi1248	Algic			42.67	-73.5		Alg.ALGIC			False	True				Søren Wichmann
PROTO_ALOR_PANTAR	PROTO_ALOR_PANTAR	alor1249	Alor-Pantar						TAP.GREATER_ALOR			False	True				
PROTO_ARAWAKAN	PROTO_ARAWAKAN	araw1281	Arawakan						Arw.ARAWAKAN			False	True				Cecil H. Brown
PROTO_ASMAT	PROTO_ASMAT	asma1257	Asmat			-5.5	138.83		TNG.ASMAT-KAMORO			False	True				Viveka Velupillai
PROTO_ATAYALIC	PROTO_ATAYALIC	atay1246	Atayalic						An.ATAYALIC			False	True				Julia Bischoffberger
PROTO_AUSTRONESIAN	PROTO_AUSTRONESIAN	aust1307	Austronesian			-5	150		An.AUSTRONESIAN			False	True				André Müller
PROTO_AUSTRONESIAN_2	PROTO_AUSTRONESIAN_2	aust1307	Austronesian			-9.67	-124.5		An.AUSTRONESIAN			False	True				André Müller
PROTO_AUSTRONESIAN_3	PROTO_AUSTRONESIAN_3	aust1307	Austronesian			-5	150		An.AUSTRONESIAN			False	True				Ann-Katrin Wett
PROTO_AUSTRONESIAN_4	PROTO_AUSTRONESIAN_4	aust1307	Austronesian						An.AUSTRONESIAN			False	True				Julia Bischoffberger
PROTO_AUSTRONESIAN_5	PROTO_AUSTRONESIAN_5	aust1307	Austronesian						An.AUSTRONESIAN			False	True				Julia Bischoffberger
PROTO_AUSTRO_THAI	PROTO_AUSTRO_THAI								AuT.AUSTRO-THAI			False	True				
PROTO_AYMARAN	PROTO_AYMARAN	ayma1253	Aymaran			-16.5	-69.5		Aym.AYMARAN			False	True				Julia Bischoffberger
PROTO_BANTU	PROTO_BANTU								NC.BANTOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_BANTU_1	PROTO_BANTU_1								NC.BANTOID			False	True				Ann-Katrin Wett
PROTO_BANTU_2	PROTO_BANTU_2								NC.BANTOID			False	True				Ann-Katrin Wett
PROTO_BANTU_3	PROTO_BANTU_3								NC.BANTOID			False	True				Ann-Katrin Wett
PROTO_BENUE_CONGO	PROTO_BENUE_CONGO	benu1247	Benue-Congo						NC.PROTO_BENUE_CONGO			False	True				Guillaume Segerer and Søren Wichmann
PROTO_BISAYAN	PROTO_BISAYAN	bisa1268	Bisayan						An.GREATER_CENTRAL_PHILIPPINE	Austronesian,Malayo-Polynesian,Philippine,GreaterCentralPhilippine,CentralPhilippine,Bisayan		False	True				Julia Bischoffberger
PROTO_BIU_MANDARA	PROTO_BIU_MANDARA	bium1280	Biu-Mandara			11	14		AA.BIU-MANDARA			False	True				
PROTO_BODO	PROTO_BODO	bodo1279	Bodo-Garo			25.83	91.75		ST.BODO-GARO			False	True				André Müller
PROTO_BORAN	PROTO_BORAN	bora1262	Boran						Hui.BORAN	Witotoan,Boran		False	True				Cecil H. Brown
PROTO_BUNGKU_TOLAKI	PROTO_BUNGKU_TOLAKI	bung1268	Bungku-Tolaki						An.CELEBIC			False	True				
PROTO_CARIBAN	PROTO_CARIBAN	cari1283	Cariban			-0.5	-60.5		Car.CARIBAN			False	True				
PROTO_CELTIC	PROTO_CELTIC	celt1248	Celtic						IE.CELTIC			False	True				Julia Bischoffberger
PROTO_CENTRAL_EASTERN_MALAYO_POLYNESIAN	PROTO_CENTRAL_EASTERN_MALAYO_POLYNESIAN					-2.08	146.95		An.AUSTRONESIAN			False	True				André Müller
PROTO_CENTRAL_GUR	PROTO_CENTRAL_GUR								NC.GUR			False	True				Julia Bischoffberger
PROTO_CENTRAL_GUR_2	PROTO_CENTRAL_GUR_2								NC.GUR	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur	False	True				Guillaume Segerer and Søren Wichmann
PROTO_CENTRAL_JUKUNOID	PROTO_CENTRAL_JUKUNOID								NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_CENTRAL_KHOISAN	PROTO_CENTRAL_KHOISAN								KK.KHOE-KWADI			False	True				Julia Bischoffberger
PROTO_CENTRAL_MALAYO_POLYNESIAN	PROTO_CENTRAL_MALAYO_POLYNESIAN					-3.13	129.5		An.CENTRAL_MALAYO-POLYNESIAN			False	True				
PROTO_CENTRAL_MALAYO_POLYNESIAN_2	PROTO_CENTRAL_MALAYO_POLYNESIAN_2					-3.13	129.5		An.CENTRAL_MALAYO-POLYNESIAN	Austronesian,Malayo-Polynesian,Central-Eastern,CentralMalayo-Polynesian		False	True				Julia Bischoffberger
PROTO_CENTRAL_MANDE	PROTO_CENTRAL_MANDE	mand1469	Mande			10.5	-8.28		Man.WESTERN_MANDE			False	True				André Müller
PROTO_CENTRAL_PACIFIC	PROTO_CENTRAL_PACIFIC								An.OCEANIC	Austronesian,Malayo-Polynesian,Central-Eastern,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,CentralPacific		False	True				Julia Bischoffberger
PROTO_CHADIC	PROTO_CHADIC	chad1250	Chadic						AA.CHADIC			False	True				Julia Bischoffberger
PROTO_CHAMIC	PROTO_CHAMIC	cham1330	Chamic						An.MALAYO-SUMBAWAN	Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEast,Chamic		False	True				Viveka Velupillai
PROTO_CHAMIC_2	PROTO_CHAMIC_2	cham1330	Chamic						An.MALAYO-SUMBAWAN	Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEast,Chamic		False	True				Julia Bischoffberger
PROTO_CHAPAKURAN	PROTO_CHAPAKURAN								CW.CHAPACURA-WANHAM			False	True				Søren Wichmann and Viveka Velupillai
PROTO_CHATINO	PROTO_CHATINO	chat1268	Chatino			17.07	-96.72		OM.ZAPOTECAN	Otomanguean,Zapotecan,Chatino		False	True				Viveka Velupillai
PROTO_CHIBCHAN	PROTO_CHIBCHAN	chib1249	Chibchan						Chi.CHIBCHAN			False	True				Cecil H. Brown
PROTO_CHIMAKUAN	PROTO_CHIMAKUAN	chim1311	Chimakuan						Chk.CHIMAKUAN			False	True				Julia Bischoffberger
PROTO_CHOLAN	PROTO_CHOLAN	chol1287	Cholan			15.55	-89.05		May.MAYAN			False	True				Cecil H. Brown
PROTO_CHUKOTKO_KAMCHATKAN	PROTO_CHUKOTKO_KAMCHATKAN	chuk1271	Chukotko-Kamchatkan			56.5	160		CK.CK			False	True				
PROTO_CHUMASHAN	PROTO_CHUMASHAN	chum1262	Chumashan						Chu.CHUMASH			False	True				Cecil H. Brown
PROTO_CUSHITIC	PROTO_CUSHITIC	cush1243	Cushitic						AA.CUSHITIC	Afro-Asiatic,Cushitic		False	True				Julia Bischoffberger
PROTO_DAJU	PROTO_DAJU	daju1249	Dajuic			13	25		ESu.DAJU			False	True				Julia Bischoffberger
PROTO_EASTERN_HMONG	PROTO_EASTERN_HMONG	east2369	East Hmongic			26.13	106.65		HM.HMONG-MIEN			False	True				
PROTO_EASTERN_MAKU	PROTO_EASTERN_MAKU					1	-70		Nad.NADAHUP			False	True				
PROTO_EASTERN_NILOTIC	PROTO_EASTERN_NILOTIC								ESu.NILOTIC			False	True				
PROTO_EAST_CUSHITIC	PROTO_EAST_CUSHITIC								AA.EAST_CUSHITIC	Afro-Asiatic,Cushitic,East		False	True				Julia Bischoffberger
PROTO_EAST_KATUIC	PROTO_EAST_KATUIC								AuA.KATUIC			False	True				
PROTO_EAST_KHOE	PROTO_EAST_KHOE								KK.KHOE-KWADI			False	True				Julia Bischoffberger
PROTO_EAST_MINDANO	PROTO_EAST_MINDANO								An.GREATER_CENTRAL_PHILIPPINE	Austronesian,Malayo-Polynesian,Philippine		False	True				Julia Bischoffberger
PROTO_EDOID	PROTO_EDOID	edoi1239	Edoid						NC.EDOID			False	True				Julia Bischoffberger
PROTO_EDOID_2	PROTO_EDOID_2	edoi1239	Edoid						NC.EDOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_ESKIMOAN	PROTO_ESKIMOAN								EA.ESKIMO	Eskimo-Aleut,Eskimo		False	True				Cecil H. Brown
PROTO_ESKIMO_ALEUT	PROTO_ESKIMO_ALEUT	eski1264	Eskimo-Aleut						EA.EA			False	True				
PROTO_GBAYA	PROTO_GBAYA					7	20		NC.UBANGI			False	True				Julia Bischoffberger
PROTO_GBAYA_2	PROTO_GBAYA_2								NC.UBANGI			False	True				Guillaume Segerer and Søren Wichmann
PROTO_GE	PROTO_GE								MGe.GE-KAINGANG			False	True				Cecil H. Brown
PROTO_GERMANIC	PROTO_GERMANIC	germ1287	Germanic			57	12		IE.GERMANIC			False	True				Julia Bischoffberger
PROTO_GREATER_QANJOBALAN	PROTO_GREATER_QANJOBALAN					15.38	-91.72		May.MAYAN			False	True				Cecil H. Brown
PROTO_GREATER_QUICHEAN	PROTO_GREATER_QUICHEAN					14.84	-90.84		May.MAYAN			False	True				Cecil H. Brown
PROTO_GREATER_TZELTALAN	PROTO_GREATER_TZELTALAN					15.58	-89.08		May.MAYAN			False	True				Cecil H. Brown
PROTO_GUAHIBAN	PROTO_GUAHIBAN								Gua.GUAHIBAN			False	True				Cecil H. Brown
PROTO_HEIBAN	PROTO_HEIBAN	heib1242	Heibanic						Krd.HEIBAN	Niger-Congo,Kordofanian,Heiban		False	True				Julia Bischoffberger
PROTO_HIGHLAND_EAST_CUSHITIC	PROTO_HIGHLAND_EAST_CUSHITIC					7.05	38.44		AA.HIGHLAND_EAST_CUSHITIC			False	True				
PROTO_HINDKO	PROTO_HINDKO	hind1271	Hindko			34	72.5		IE.INDIC			False	True				Viveka Velupillai
PROTO_HLAI	PROTO_HLAI	hlai1239	Hlai						TK.HLAI	Tai-Kadai,Hlai		False	True				Julia Bischoffberger
PROTO_HLAI_2	PROTO_HLAI_2	hlai1239	Hlai						TK.HLAI	Tai-Kadai,Hlai		False	True				Julia Bischoffberger
PROTO_HMONG	PROTO_HMONG	hmon1337	Hmongic			27	105		HM.HMONG-MIEN			False	True				André Müller
PROTO_HMONG_MIEN	PROTO_HMONG_MIEN	hmon1336	Hmong-Mien						HM.HMONG-MIEN			False	True				
PROTO_HUASTECAN	PROTO_HUASTECAN	huas1241	Huastecan Mayan			15.55	-92.3		May.MAYAN			False	True				Cecil H. Brown
PROTO_HUAVEAN	PROTO_HUAVEAN	huav1256	Huavean						Hua.HUAVEAN			False	True				Julia Bischoffberger
PROTO_IJOID	PROTO_IJOID	ijoi1239	Ijoid			4.5	6.5		Ijo.IJOID			False	True				Viveka Velupillai
PROTO_INDO_EUROPEAN	PROTO_INDO_EUROPEAN	indo1319	Indo-European			43	35		IE.PIE			False	True				
PROTO_INDO_EUROPEAN_2	PROTO_INDO_EUROPEAN_2	indo1319	Indo-European			43	35		IE.PIE			False	True				
PROTO_INDO_EUROPEAN_3	PROTO_INDO_EUROPEAN_3	indo1319	Indo-European			43	35		IE.PIE			False	True				Julia Bischoffberger
PROTO_IROQUOIAN	PROTO_IROQUOIAN	iroq1247	Iroquoian						Iro.IROQUOIAN			False	True				Cecil H. Brown
PROTO_IU_MIEN	PROTO_IU_MIEN					24.55	108.55		HM.HMONG-MIEN			False	True				
PROTO_JABUTI	PROTO_JABUTI	jabu1249	Jabuti						Jab.JABUTI			False	True				Ann-Katrin Wett and Cecil H. Brown
PROTO_JICAQUE	PROTO_JICAQUE	jica1245	Jicaquean						Tol.TOL			False	True				Julia Bischoffberger
PROTO_JIVAROAN	PROTO_JIVAROAN					-5	-78		Jiv.JIVAROAN			False	True				Julia Bischoffberger
PROTO_JUKUNOID	PROTO_JUKUNOID	juku1257	Jukunoid						NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_JUKUN_MBEMBE	PROTO_JUKUN_MBEMBE								NC.JUKONOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_JUKUN_MBEMBE_WURBO	PROTO_JUKUN_MBEMBE_WURBO	juku1258	Jukun-Mbembe-Wurbo						NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_KADAI	PROTO_KADAI					22.12	105.52		TK.KADAI			False	True				André Müller
PROTO_KALAPUYA	PROTO_KALAPUYA	kala1402	Kalapuyan						Kal.KALAPUYAN			False	True				Cecil H. Brown
PROTO_KAM_SUI	PROTO_KAM_SUI								TK.KAM-TAI	Tai-Kadai,Kam-Tai,Kam-Sui		False	True				Julia Bischoffberger
PROTO_KAM_SUI_2	PROTO_KAM_SUI_2								TK.KAM-TAI	Tai-Kadai,Kam-Tai,Kam-Sui		False	True				Julia Bischoffberger
PROTO_KAREN	PROTO_KAREN	kare1337	Karenic						ST.KAREN			False	True				Julia Bischoffberger
PROTO_KARTVELIAN	PROTO_KARTVELIAN	kart1248	Kartvelian			43	42.5		Krt.KARTVELIAN	Kartvelian		False	True				Julia Bischoffberger
PROTO_KARTVELIAN_2	PROTO_KARTVELIAN_2	kart1248	Kartvelian			43	45		Krt.KARTVELIAN			False	True				Julia Bischoffberger
PROTO_KAWAPANAN	PROTO_KAWAPANAN								Cah.CAHUAPANAN			False	True				Cecil H. Brown
PROTO_KHOE	PROTO_KHOE	khoe1241	Khoe						KK.KHOE-KWADI			False	True				Julia Bischoffberger
PROTO_KIM_MUN	PROTO_KIM_MUN					23.18	105.55		HM.HMONG-MIEN			False	True				
PROTO_KOIARIAN	PROTO_KOIARIAN	koia1260	Koiarian						TNG.KOIARIAN	Trans-NewGuinea,SoutheastPapuan,Koiarian		False	True				Julia Bischoffberger
PROTO_KPAN_ICEN	PROTO_KPAN_ICEN	kpan1245	Kpan-Icen						NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_KRA	PROTO_KRA								TK.KADAI	Tai-Kadai,Kadai		False	True				Julia Bischoffberger
PROTO_KULIAK	PROTO_KULIAK	kuli1252	Kuliak						ESu.KULIAK			False	True				Ann-Katrin Wett
PROTO_LAKKJA	PROTO_LAKKJA					24.11	110.11		TK.KAM-TAI	Tai-Kadai,Kam-Tai,Kam-Sui,Lakkja		False	True				Julia Bischoffberger
PROTO_LAMPUNG	PROTO_LAMPUNG	lamp1241	Lampungic			-5.45	104.95		An.LAMPUNGIC			False	True				Viveka Velupillai
PROTO_LEZGIAN	PROTO_LEZGIAN	lezg1248	Lezgic						NDa.LEZGIC	NorthCaucasian,EastCaucasian,Lezgic		False	True				Julia Bischoffberger
PROTO_LI	PROTO_LI								TK.HLAI	Tai-Kadai,Hlai		False	True				Julia Bischoffberger
PROTO_LOLO_BURMESE	PROTO_LOLO_BURMESE								ST.BURMESE-LOLO	Sino-Tibetan,Tibeto-Burman,Lolo-Burmese		False	True				
PROTO_LOLO_BURMESE_2	PROTO_LOLO_BURMESE_2								ST.BURMESE-LOLO	Sino-Tibetan,Tibeto-Burman,Lolo-Burmese		False	True				Julia Bischoffberger
PROTO_LOTUKO_MAA	PROTO_LOTUKO_MAA								ESu.NILOTIC			False	True				
PROTO_LOWER_CROSS	PROTO_LOWER_CROSS					5	8		NC.CROSS_RIVER			False	True				Viveka Velupillai
PROTO_LOWER_CROSS_2	PROTO_LOWER_CROSS_2								NC.CROSS_RIVER			False	True				Guillaume Segerer and Søren Wichmann
PROTO_MAA	PROTO_MAA					0	36		ESu.NILOTIC	Nilo-Saharan,EasternSudanic,Nilotic,Eastern,Lotuxo-Teso,Lotuxo-Maa,Ongamo-Maa		False	True				Viveka Velupillai
PROTO_MAIDUAN	PROTO_MAIDUAN	maid1262	Maiduan						Pen.MAIDUAN			False	True				Cecil H. Brown
PROTO_MAJI	PROTO_MAJI								AA.DIZOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_MALAYIC	PROTO_MALAYIC	mala1538	Malayic						An.MALAYO-SUMBAWAN	Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEast,Malayic		False	True				Julia Bischoffberger
PROTO_MALAYO_POLYNESIAN	PROTO_MALAYO_POLYNESIAN					-9	124		An.AUSTRONESIAN			False	True				
PROTO_MALAYO_POLYNESIAN_2	PROTO_MALAYO_POLYNESIAN_2					-9	124		An.AUSTRONESIAN			False	True				
PROTO_MALAYO_POLYNESIAN_3	PROTO_MALAYO_POLYNESIAN_3					-9	124		An.AUSTRONESIAN			False	True				
PROTO_MAMEAN	PROTO_MAMEAN	mame1240	Mamean			15.55	-91.05		May.MAYAN			False	True				Cecil H. Brown
PROTO_MANDEKAN	PROTO_MANDEKAN								Man.WESTERN_MANDE			False	True				Julia Bischoffberger
PROTO_MANJAKU	PROTO_MANJAKU								NC.NORTHERN_ATLANTIC			False	True				Guillaume Segerer and Søren Wichmann
PROTO_MANOBO	PROTO_MANOBO	mano1276	Manobo						An.GREATER_CENTRAL_PHILIPPINE	Austronesian,Malayo-Polynesian,Philippine,GreaterCentralPhilippine,Manobo		False	True				Viveka Velupillai
PROTO_MATACOAN	PROTO_MATACOAN	mata1289	Matacoan						Mat.MATACOAN			False	True				Cecil H. Brown
PROTO_MAYA	PROTO_MAYA								May.MAYAN			False	True				
PROTO_MAYAN	PROTO_MAYAN	maya1287	Mayan			17	-89.83		May.MAYAN			False	True				Cecil H. Brown
PROTO_MAZATEC	PROTO_MAZATEC	maza1295	Mazatecan			17.7	-96.87		OM.POPOLOCAN			False	True				Pamela Brown
PROTO_MBEMBE	PROTO_MBEMBE								NC.JUKUNOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_MICRONESIAN	PROTO_MICRONESIAN					6.92	158.15		An.OCEANIC			False	True				André Müller
PROTO_MIEN	PROTO_MIEN	mien1242	Mienic			22.12	106.6		HM.HMONG-MIEN			False	True				André Müller
PROTO_MINAHASAN	PROTO_MINAHASAN	mina1272	Minahasan			1.25	124.78		An.MINAHASAN			False	True				André Müller
PROTO_MIWOK	PROTO_MIWOK								Pen.MIWOK			False	True				Cecil H. Brown
PROTO_MIXE_ZOQUE	PROTO_MIXE_ZOQUE	mixe1284	Mixe-Zoque			16.5	-94.17		MZ.MIXE-ZOQUE			False	True				
PROTO_MNONG	PROTO_MNONG	mnon1259	Mnong						AuA.BAHNARIC			False	True				Ann-Katrin Wett
PROTO_MON_KHMER	PROTO_MON_KHMER								AuA.MON-KHMER	Austro-Asiatic,Mon-Khmer		False	True				
PROTO_MUSKOGEAN	PROTO_MUSKOGEAN	musk1252	Muskogean						Mus.MUSKOGEAN			False	True				Cecil H. Brown
PROTO_NAMBIQUARAN	PROTO_NAMBIQUARAN	namb1299	Nambiquaran						Nam.NAMBIKUARAN			False	True				Cecil H. Brown
PROTO_NGIRI	PROTO_NGIRI	ngir1248	Ngiri						NC.BANTOID			False	True				Ann-Katrin Wett
PROTO_NGIRI_2	PROTO_NGIRI_2	ngir1248	Ngiri						NC.BANTOID			False	True				Guillaume Segerer and Søren Wichmann
PROTO_NILE_NUBIAN	PROTO_NILE_NUBIAN								ESu.NUBIAN			False	True				
